irn,DarGlobalUniqueIdentifier,DarInstitutionCode,DarCatalogNumber,DarRelatedInformation,DarImageURL,DarKingdom,DarPhylum,DarFamily,DarScientificName,DarCollector,CollectionTeam,CollectionNumberPrefix,CollectionNumber,CollectionNumberSuffix,CollectionNumberText,ColDateVisitedFrom,ColDateVisitedTo,ColVerbatimDate,DarCollectionNotes,DarContinent,DarCountry,DarStateProvince,DarCounty,DarLocality,Township_tab,Range_tab,Section_tab,DarMinimumElevationMeters,DarMaximumElevationMeters,MinimumElevationFeet,MaximumElevationFeet,DarLatitudeDecimal,DarLongitudeDecimal,LatitudeDMS,LongitudeDMS,DarGeodeticDatum,DarGeorefMethod,DarCoordinateUncertaintyInMeter,ColLocationNotes,FeaCultivated? (Y/N),FeaPlantFungDescription,FeaFrequency,HabHabitat,HabVegetation,HabSubstrate,SpeOtherSpecimenNumbers_tab,OcrText,ERROR,MyOcrText
3407137,80a5ee43-d6a0-4778-aa30-9bd9d948c271,NY,3156549,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3407137,http://sweetgum.nybg.org/images3/2489/996/03156549.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia adiantifolia (L.) Sw.,R. Seiler,none,none,2106,none,2106,2017-06-16,2017-06-16,6/16/17,none,North America,Belize,Cayo,none,Hummingbird Hwy nr Belmopan,none,none,none,105,105,344,344,17.2173667,-88.6834444,"17° 13' 0.42"" N","88° 41' 6.614"" W",none,none,none,none,No,none,none,none,none,none,none,"Ck
V-cc n
The New York Botanical Garden
adi'**tt foli* (l.) Sw.
Robbin C. Moran, 2017 (NY)
HERBARIUM OF RALPH SEILER
PLANTS OF 5eute
v'r *
CAv/t> D&T*
Al^UfML VV\*-o^
03156549
Collector:
Number: ZlOfe	Date:
03156549",OK,"THE NEW YORK BOTANICAL GARDEN
Anemia adiantifolia (L.) Sw.
Robbin C. Moran, 2017 (NY)
HERBARIUM OF RALPH SEILER
PLANTS OF BELIZE
Hummingbird Hwy nr Belmopan,
CAYO DIST.
alt 105 m 17° 13' 0.42"" 88° 41' 6.614""
Collector: R. Seiler               Number: 2106
Date: 6/16/17"
4175419,91485649-cefb-492a-82c9-e12a08e1b1e8,NY,3892175,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4175419,http://sweetgum.nybg.org/images3/3281/030/03892175.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia adiantifolia (L.) Sw.,Alexander Rojas,A. Soto,none,4227,none,4227,1998-02-03,1998-02-03,03/02/1998,none,North America,Costa Rica,Guanacaste,Cantón de Liberia,Cuenca del Tempisque. Río Abogado. 300 m río arriba y en el margen derecho,none,none,none,80,80,262,262,10.756944,-85.518056,"10°45'25""","-85°31'05""",none,none,none,none,No,"Epífita, con luz abundante y materia orgánica media a escasa.",none,none,none,none,INB,"10°45'25""'N 85°31'05""W 80 m
Epipétrica, con luz abundante y materia orgánica
media a escasa.
NEW YORK BOTANICAL GARDEN
03892175
Alexander Rot1as 4227	3 FEB1998
& A. Soto ¿ C Cjrjr*
INSTITUTO NACIONAL DE BIODIVERSIDAD (INB)
En colaboración con el Hissouri Botanical Carden (ÍK))
03892175",OK,"FLORA DE COSTA RICA
Schizaeaceae Anemia adiantifolia (L.) Sw. det.%5 dup.%5 NY Det. Alexander Rojas, 03/02/1998 Guanacaste: Cantón de Liberia. Cuenca del Tempisque. Río Abogado. 300 m río arriba y en el margen derecho 10°45'25“ 85°31'05“ 80 m Epífita, con luz abundante y materia orgánica media a escasa. Alexander Rojas 4227 A. Soto J EBD 1998 INSTITUTO NACIONAL DE BIODIVERSIDAD (INB) en colaboración con el Missouri Botanical Gardens (MO)"
4176221,1287952c-d47c-4bec-b5a8-5d5843f2aaa5,NY,3892857,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4176221,http://sweetgum.nybg.org/images3/3281/654/03892857.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia australis (Mickel) M.Kessler & A.R.Sm.,Th. P. Kuntze,none,none,none,none,none,1913-03-26,1913-03-26,26.III.1913,none,South America,Argentina,Cordoba,Calamuchita,Potrero de Arroyito,none,none,none,none,none,none,none,-32.18,-64.481,"32°10'48""S","64°28'51.6""W",none,Estimated from locality description,10000,none,No,none,none,none,none,none,none,"^fio'vas
Mr C*. v /i^74i e^\\f\j,
\7ffvfr&r-p o(x.	£>& &2j&
(/ ' /
J'%&vtMC4s<Pv db C&bcLty&as.
<2r: prrr ,
/> *U>.
^. ìJUJ^Uf}^ rn>Uà, >
NEW YORK BOTANICAL GARDEN
HERBARIUM OF OTTO KUIMTZE'
PRESENTED BY MR. ANDREW CARNEGIE
1908
UNIVERSITY OF MICHIGAN
Anemia tomentosa (Sav.) Swartz
^r.o^u: -WÙ4
det. John T. Mickel	1961
New York Botanical Garden
Anemia australis Mickel
det. J. T. Mickel, 2010
03892857",OK,"The New York Botanical Garden NEW YORK BOTANICAL GARDEN 03892857 AAMMEN PENSE ANIER NEW YORK BOTANICAL GARDEN Anemia australis Mickel det. J. T. Mickel, 2010 det. John T. Mickel Herbarium Otto Kuntze presented by Mr. Andrew Carnegie 1908 UNIVERSITY OF MICHIGAN Anemia tomentosa (Sav,) Swartt var. australis Mickel det. John T. Mickel 1961 Flara Argentina, Anemia tomentosa Sot. Potrers de arroyato Calamuchita. Provincia de Cordoba. 26 m 1913 t by Thigk. fiirlater et alk. Herbarium Otto Kuntze"
4176326,a51f271c-44c8-4461-90e4-12d03aa7f4fd,NY,3892962,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4176326,http://sweetgum.nybg.org/images3/3281/757/03892962.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia ferruginea Kunth var. ferruginea,"Ollgaard, B.",Simon Lægaard,none,20228,none,20228,1999-06-04,1999-06-04,"Jun 04, 1999","coll. by Ollgaard, B.",South America,Ecuador,Loja,none,Las Chinchas - Portovelo ca 18 km below Zumbe. Roadbank.,none,none,none,1150,1150,3773,3773,-3.864167,-79.576111,3° 51' S,79° 34' W,none,none,none,none,No,none,none,Roadbank,none,none,none,"New York Botanical Garden
Anemia ferruginea Kunth
var. ferruginea
det. J. T. Mickel, 2012
FLORA OF ECUADOR
Simón Lasgaard
20228	Schizaeaceae
Anemia ferruginea Kunth
det. by Ollgaard, B. (AAU), 2000.
LO JA. Las Chinchas - Portovelo ca 18 km below Zumbe.
(79° 34' W 3° 51' S). Alt. 1150 m.	Jun 04, 1999
Roadbank.
Department of Systematic Botany, University of Aarhus, Denmark (AAU) in
collaboration with Herbario Reinaldo Espinosa, Ecuador (LOJA)
03892962",OK,"The New York Botanical Garden
COPYRIGHT RESERVED
NEW YORK BOTANICAL GARDEN
Anemia ferruginea Kunth
var. ferruginea
det. J. T. Mickel, 2012
FLORA OF ECUADOR
Simon Lægaard
Schizaeaceae
20228
Anemia ferrugjnea Kunth
det. by Ollgaard, B. (AAU), 2000
LOJA. Las Chinchas - Portovelo ca 18 km below Zumbe.
(79° 34' W 3° 51' S). Alt. 1150 m.
Jun 04, 1999
Roadbank.
Department of Systematic Botany, University of Aarhus, Denmark (AAU) in collaboration with Herbario Reinaldo Espinosa, Ecuador (LOJA)
NEW YORK BOTANICAL GARDEN
03892962"
4176393,0510af28-711b-4aa9-8168-d3816a20491e,NY,3893029,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4176393,http://sweetgum.nybg.org/images3/3281/823/03893029.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia herzogii Rosenst.,"Colch., Brown & Lallave",none,none,1319,none,Nro. 1319,1981-03-02,1981-03-02,Fecha: 3-2-81,none,South America,Argentina,Jujuy,none,"Parque Calilegua, Mesada de las columnas, Dpto.: Calilegua",none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,No,none,none,none,none,none,none,"c2i\\w>*
Oby>^ ^rW.)
New York Botanical Garden
! det. J. T. Mickel, 2013
Flora Subtropical:
Fam.: ^	^ ®
N. Cient.: fiv\H	h 4 v
N. Vulgar:
Lugar: /ty«£sa¿a Je I 35 Co/mena;»
Loc.:P,K)zc. C? li
Fecha: jf»	Nro. / 3/ 5\
Observaciones:
Coje do f^jroLOrt Mdmm 4?yea
03893029
03893029",OK,"THE NEW YORK BOTANICAL GARDEN copyright reserved 0cm 1 2 3 4 5 6 7 8 9 10 
NEW YORK BOTANICAL GARDEN
PH NEW YORK BOTANICAL GARDEN 03893029 1 det. J.T. Mickel 2013 Argentina 
PARQUE NACIONAL CALILEGUA ARGENTINA (Jujuy Prov.)
NEW YORK BOTANICAL GARDEN 

Fam.: Schizaeaceae nom.: Anemia herzogi n. Vulgar: Lugar: Mesada de las Colmenas. Loc.: Parque Calilegua, Jujuy Fecha: 3-2-81. Nro. 1319.
Observaciones: Colch., Brown & Lallave."
2808385,61ce0883-a4a1-4b07-aff3-ebc0555ffd06,NY,2553925,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808385,http://sweetgum.nybg.org/images3/3280/583/02553925.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia hirsuta Sw.,William R. Anderson,"['P. A. Fryxell', 'S. R. Hill', 'R. Reis dos Santos', 'R. Souza']",none,8786,none,8786,1973-04-13,1973-04-13,13 April 1973,none,South America,Brazil,Minas Gerais,none,5 km by road NE of Rio Manos and Couto de Magalhães,none,none,none,960,1000,3149.61,3280.84,none,none,none,none,none,Estimated from locality description,5000,none,No,Terrestrial fern,none,"cerrado, steep hillside",none,pebbly clay soil,none,"NEW YORK BOTANICAL GARDEN
.........02553925
cerrado, with pebbly clay soil.
Terrestrial in cerrado.
William R. Anderson 8768	_ 13 April 1978
Field work supported in part by funds from the National Science Foundation
and conducted with the collaboration of the Unhrersidade de Brasilia and the
Instituto de Pesquisas e Experimentado Agricola do Norte.
02553925",OK,"NEW YORK BOTANICAL GARDEN copyright reserved
NEW YORK BOTANICAL GARDEN 02553925
NEW YORK BOTANICAL GARDEN
Anemia hirsuta (L.) Sw.
Anemia hirsuta
(L.) Sw.
det. J. J. Mickel, 2012

PLANTS OF THE PLANALTO DO BRASIL
Collected for The New York Botanical Garden by W. R. Anderson,
P. A. Fryxell, S. R. Hill, R. Reis dos Santos, and R. Souza
Estado de Minas Gerais

5 km by road NE of Rio Manos and Couto de Magalhães; elev. 960-1000 m; steep hillside
cerrado, with pebbly clay soil.
Terrestrial in cerrado.

William R. Anderson 8786 13 April 1973
Field work supported in part by funds from the National Science Foundation
marine geologico-grophio body of state interaction Removal and the
Round Insituto de Ensupenentros Aplicados do Norte Uestima integrat
"
2808387,f3864290-b1ea-42ce-825f-19f7a66c7a6f,NY,2553926,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808387,http://sweetgum.nybg.org/images3/3280/584/02553926.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia hirsuta Sw.,"Almeida, T.F.","Kamino, L.H.Y. & Giacomini, L.L.",none,1540,none,1540,2008-10-30,2008-10-30,30/10/2008,none,South America,Brazil,Minas Gerais,none,"Paraisópolis, Estrada para o Parque Ecológico de Broa Grande, Floresta Ombrófila Densa.",none,none,none,906,906,2972,2972,-22.584167,-45.781944,"22°35'02"" S","45°46'57"" W",none,none,none,none,No,"Rupícola em afloramento rochoso, beira de estrada.",none,"Rocky outcrop, roadside",Floresta Ombrófila Densa,none,none,"New York Botanical Garden
! det. J. T. Mickel, 2013
Herbário BHCB
No. 125053
02553926
Familia: Anemiaceae	)c
Espèrie: Anemia	""—'i 4
Data:
Localidade: Brasil, Minas Gerais* Paraisópolis, Estrada para o Parque
Ecológico do Brejo Grande, Floresta Ombrófila Densa.
22°35’02"" S, 45°46157"" W	Altitude: 906m
Colefor: Almeida, T.E. 1540	Data: 30/10/2008
Kamino, L.H.Y. & Giacomin, L.L.
Notas: Rupicola em afloramento rochoso, beira de estrada. PRENSADO
EM ÀLCOOL
02553926",OK,"The New York Botanical Garden copyright reserved
Herbário BHCB
Familia: Anemiaceae No. 125053
Espécie: Anemia
Localidade: Brasil, Minas Gerais, Paraisópolis, Estrada para o Parque
Coletor: Almeida, T.F. 1540
Data: 30/10/2008
Notas: Rupícola em afloramento rochoso, beira de estrada. PRENSADO
EM ALCOOL"
4175676,0db7e8d4-99aa-4205-8f64-0e7ac371a70e,NY,3892317,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4175676,http://sweetgum.nybg.org/images3/3281/163/03892317.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia hirsuta Sw.,J. Barke,none,none,1567,none,1567,1961-02-08,1961-02-08,8. Febr. 1961,none,North America,Costa Rica,none,none,none,none,none,none,1200,1200,3937,3937,10,-84,"10° 0' 0"" N","84° 0' 0"" W",none,Estimated from locality description,10000,none,No,none,none,none,none,none,none,"NEW YORK BOTANICAL GARDEN
03892317
UNIVERSITY OF MICHIGAN
Anemia hirsuta (y Swartz
det. John T. Mickel
03892317",OK,"THE NEW YORK BOTANICAL GARDEN copyright reserved
0cm 1 2 3 4 5 6 7 8 9 10
UNIVERSITY OF MICHIGAN
Anemia hirsuta (L.) Swartz
INB
 det. John T. Mickel
1961
Anemia hisuata L.
C. Rica
SN feoro. 1200 m
ox? OB
9 eais or 191
tC Pal K na B KOAIK"
4176442,c7350e25-ba84-4337-b79c-a92da5dfcabe,NY,3893078,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4176442,http://sweetgum.nybg.org/images3/3281/868/03893078.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia hirsuta Sw.,L. Holm-Nielsen,J. Jaramillo,none,28930,none,No. 28930,1980-12-05,1980-12-05,5 Dec. 1980,"Det. B. Øllgaard, 1984",South America,Ecuador,Imbabura,none,"Between Garcia Moreno, Quagara, and Guayupe, Deciduous dry forest.",none,none,none,1200,1300,3937,4265,none,none,none,none,none,Estimated from locality description,5000,none,No,none,none,Deciduous dry forest,none,Terrestrial,none,"Anemia hirsuta (L.) Sw.
Revised for Flora of Ecuador by
Benjamin 011gaard (AAU) 1999.
FLORA OF ECUADOR
Collected by L. Holm-Nielsen & J. Jaramillo
No. 28930	Sohizaeaceae
Anemia hirsuta Sw.
Det. B. 011gaard, 1984
Prov. IMBABURA:
1980.
Terrestrial.
Botanical Institute, University of Aarhus, Denmark (AAU). Project directed by L.B.Holm-Nlelsen and B.OIIgaard
in collaboration with P. Universidad Católica (QCA) and Museo Ecuatoriano de Ciencias Naturales (QNA), Quito.
03893078",OK,"Anemia hirsuta (L.) Sw.
Revised for Flora of Ecuador by Benjamin Øllgaard (AAU) 1999.
FLORA OF ECUADOR
Collected by L. Holm-Nielsen & J. Jaramillo
No. 28930 Schizaeaceae
Anemia hirsuta Sw.
Det. B. Øllgaard, 1984
Prov. IMBABURA:
Between Garcia Moreno, Quagara, and Guayupe. Deciduous dry
forest. (0°10'N 79°33'W) Alt. 1200-1300 m. 5 Dec.
1980.
Terrestrial.
Botanical Institute, University of Aarhus, Denmark (AAU). Project directed by L. B. Holm-Nielsen & B. Øllgaard
in collaboration with P. Universidad Catolica (QCA) and Museo Ecuatoriano de Ciencias Naturales (QNM), Quito.
NEW YORK
BOTANICAL GARDEN
NEW YORK BOTANICAL GARDEN
03893078"
4176444,f8eab2ea-0245-4563-9947-17b3ebe40230,NY,3893080,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4176444,http://sweetgum.nybg.org/images3/3281/870/03893080.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia hirsuta Sw.,L. Holm-Nielsen,J. Jaramillo,No.,28947,none,No. 28947,1980-12-06,1980-12-06,6 Dec. 1980,none,South America,Ecuador,Imbabura,none,Between Guayupge and Peñas Negras. Deciduous montane forest.,none,none,none,1050,1050,3445,3445,0.733333,-78.416667,"0°44'0""N","78°25'0""W",none,Estimated from locality description,5000,none,No,none,none,Deciduous montane forest,none,none,none,"Anemia hirsuta (L.) Sw.
Revised for Flora of Ecuador by
Benjamin 011gaard (AAU) 1999.
FLORA OF ECUADOR
Collected by L. Holm-Nielsen & J. Jaramillo
No. 28947	Schizaeaceae
Anemia hirsuta Sw.
Det. B. 011gaard, 1984
Prov. IMBABURA:
Between Guayupe and Penas Negras. Deciduous montane
forest. (78 15fW 0P44*N) Alt. 1050 m. 6 Dec. 1980.
Terrestrial.
Botanical Institute, University of Aarhus, Denmark (AAU). Project directed by LB.Holm-Nlelsen and B.0llgaard
In collaboration with P. Universidad Católica (QCA) and Museo Ecuatoriano de Ciencias Naturales (QNA), Quito.
03893080",OK,"THE NEW YORK
BOTANICAL GARDEN copyright reserved
Amemia hirsuta (L.) Sw.
Revised for Flora ef Ecuador by
Benjamin Ollgaard (AAU) 1999.
FLORA OF ECUADOR
Collected by L. Holm-Nielsen S J. Jaramillo
No. 28947
Anemia hirsuta Sm. Schizaeaceae
Det. B. Øllgaard, 1984
Prov. IMBABURA:
Between. Guayupe and Peñas Negras. Deciduous montane
forest. (0°44'N 78°25'W) Alt. 1050 m. 6 Dec. 1980.
Terrestrial,
Botanical Institute, University of Aarhus, Denmark (AAU). Project led by L. Holm-Nielsen and B Øllgaard
In collaboration with University of Loja (PCL) Museo Ecuatoriano de Ciencias Naturales (QCNE), Quito

NEW YORK
BOTANICAL GARDEN
03893080
NEW YORK BOTANICAL GARDEN
03893080
"
4429889,00b90774-306a-4a7b-9efd-baa3d3b9979f,NY,4112205,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4429889,http://sweetgum.nybg.org/images3/3547/441/04112205.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia hirsuta Sw.,Benedicta P. Rodrigues,George Ritter,none,14125,none,14125,1974-04-06,1974-04-06,6 April 1974,none,South America,Brazil,Goiás,none,"Município de Caldas Novas at headwaters of Rio Caldas, Rio Quente, near Hotel, Pousada do Rio Quente.",none,none,none,650,650,2133,2133,-17.845,-48.645278,17°50'S,48°38'43''W,none,Directly from text,50,"In humid woods, rocky soil around openings of hot-spring orifices.",No,none,Abundant,Humid woods,none,Rocky soil,INB14125,"SA
fiei(\
The New York Botanical Garden
/W#*'* hirjufa [l) 5V.
Robbin C. Moran, 2019 (NY)
Flora of Brasil
STATE 0? G0IÀS
Anemia
I-Iunicipio. &e Caldas ITovas: at headwaters of
the crook, £io Quonte, near hotel, ""Pousada
do Bid Quente”, at foot of west side of the
Sorra de Caldas (a flat-topped hatholithic
domo), 13 km due TOT. of city of CALMS NOVAS.
17648*1, 48245*W.	£0 Dec 1974
In crook vallojr carved into side of cerra.
400 © upstream from hotel. Collected on vor~
tical weathored quartzite rock oliff on upper
part of the oreek-valley side.
This ne* fern.
log, Ezeohias P. Eeringer & George Eiten,
ns 14125
04112205",OK,"THE NEW YORK BOTANICAL GARDEN
Anemia hirsuta (L.) Sw.
Robbin C. Moran, 2019 (NY)
Município de Caldas Novas at headwaters of Rio Caldas, Rio Quente, near hotel, Pousada do Rio Quente.
6 April 1974. Flash-flood washed to this point from upstream.
Accessible only by entry of Caldas Novas. 17°50'S, 48°38'43''W. ca. 650 meters.
In humid woods, rocky soil around openings of hot-spring orifices.
leg. Benedicta P. Rodrigues & George Ritter
14125"
4176448,8a333d4e-6386-4a40-83ec-e45aac9df66e,NY,3893084,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4176448,http://sweetgum.nybg.org/images3/3281/874/03893084.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia hirta (L.) Sw.,U. Molau,B. Eriksen,#,3151,none,3151,1988-02-22,1988-02-22,22 Feb 1988,none,South America,Ecuador,Loja,none,"27-29 km from Porto Velo on road to Loja at the campamento ""Santa Ana""",none,none,none,1200,1200,3937,3937,-3.913,-79.5896,3°48'S,79°35'W,none,none,none,none,No,none,none,Mountain scrub,none,none,none,"New York Botanical Garden
Anemia hispida Kunze
det. J. T. Mickel, 2009
FLORA OF ECUADOR
# 3151
Prov. Loja
£7—89 km from Porto Velo on road to Loja at the
campamentd ""Santa Ana""»
M o u n t a i n s c r li b „
79 0 3511W 3° 48"" S
EE Feb 1989
IEDO m alt
U. Mo lau & B. Eriksen
03893084
03893084",OK,"FLORA OF ECUADOR
# 3151 Anemia
Prov. Loja
27-29 km from Porto Velo on road to Loja at the campamento ""Santa Ana"".
Mountain scrub.
79°35'W 3°48'S.
1200 m alt.
22 Feb 1988 U. Molau & B. Eriksen
NEW YORK BOTANICAL GARDEN
Anemia hispida Kunze
det. J. T. Mickel, 2009
NEW YORK BOTANICAL GARDEN
03893084
"
2978547,91637c23-cb8d-45ac-a3e9-59933b727285,NY,2697598,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978547,http://sweetgum.nybg.org/images3/2101/035/02697598.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia humilis (Cav.) Sw.,"Labiak, P.H.","['R.C. Forzza', 'A.M.A. Amorim', 'C. Pessoa']",none,6035,none,6035,2015-03-10,2015-03-10,10/Mar/2015,none,South America,Brazil,Tocantins,none,"Taguatinga. Estrada Taguatinga para Luiz Eduardo Magalhães, 17 km de Taguatinga. Subida da Serra Geral. Solo pedregoso com afloramentos.",none,none,none,830,830,2723.1,2723.1,-12.334722,-46.336389,"12° 20' 5"" S",46° 20' 17'' W,none,none,none,Terrestre em barranco à beira da estrada,No,none,none,none,none,none,none,"i
%
Anemiaceae .	v
/$*i(Ca
Det.:
BrasU. Tocantins: Taguatinga. 12° 20’51” s, 46° 20’17” W. 830 m.
Estrada Taguatinga para Luiz Eduardo Magalháes, 17 km de Taguatinga.
Subida da Serra Geral. Solo pedregoso com afloramentos.
Terrestre em barranco á beira da estrada.
Leg.: Labiak, P.H. 6035 & R.C.Forzza, A.M.A. Amorim, C. Pessoa
Data: 10/Mar/2015
HERBÁRIO UPCB
Universidade Federal do Paraná
02697598
02697598",OK,"HERBÁRIO UPCB
Universidade Federal do Paraná
Anemiaceae
Anemia humilis (Cav.) Sw. Det.: P. Labiak Mar. 2015
Brasil. Tocantins: Taguatinga. 12° 20'5'' S, 46° 20'17'' W, 830 m. Estrada Taguatinga para Luiz Eduardo Magalhães, 17 km de Taguatinga. Subida da Serra Geral. Solo pedregoso com afloramentos.
Terrestre em barranco à beira da estrada.
Leg.: Labiak, P. H. 6035 & R.C.Forzza, A.M.A. Amorim, C. Pessoa
Data: 10/Mar/2015
"
2792662,956947db-54fa-4994-9e22-604f1b0e2c54,NY,2530999,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2792662,http://sweetgum.nybg.org/images3/1751/438/02530999.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia lancea Christ,Guilherme Gehrt,Alex C. Brade,No.,8339,none,No. 8339,1923-11-30,1923-11-30,30/11/1923,none,South America,Brazil,S. Paulo,none,Itirapina,none,none,none,none,none,none,none,-22.2583,-47.8289,"22° 15' 30"" S","47° 49' 44"" W",none,Estimated from locality description,5000,none,No,none,none,none,none,none,none,"Anemia	«-
UNIVERSITY OF MICHIGAN
dU U- ?
det. John T. Mickel
02530999
Area de dispersad conhecida
1.a SECÇÀO: BOTANICA E AGRONOMIA
do INSTITUTO BIOLOGICO
Familia
.S.CHIMEACEAE..........
Data
30/11/923,
N. ü^új^ar
Proced. It»y Fap ÍI1& j S »Pau lo
Observ.	I I
N.o
8339
Coihida poriGuilherme Gehrt,
Determ. ,por:^.^.®®
02530999",OK,"THE NEW YORK BOTANICAL GARDEN
023087999
NEW YORK BOTANICAL GARDEN
Area de dispersa?o conhecida
INSTANTI BECO
1Â° SEAQAO : BOTANICA E AGRONOMIA
DO INSTITUTO BIOLOGICO
Data: Familia
30/11/923 SCHIZACEAE
Specie:
Nome: Anemia lancea,Chr.
Nat. vulgar: Obs.:
Instituto
Itirapina, S.Paulo.
Colhido por:Guilherme Gehrt.
Determinada por:Alex.C. Brade.
8339.
possibly hybrid - deturiae
spore like
last cost tall lamenie
UNIVERSITY OF MICHIGAN
Anemia
lancea Christ ?
det. John T. Mickel
1961
"
3680664,f0613abf-a9e5-426c-90ac-121bf74784c6,NY,3361644,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3680664,http://sweetgum.nybg.org/images3/2808/417/03361644.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia mandioccana Hook.,Alexandre,none,none,none,none,none,1978-07-03,1978-07-03,07/03/1978,none,South America,Brazil,Minas Gerais,none,Viçosa,none,none,none,none,none,none,none,-20.7557,-42.8742,"20°45'20.5""S","42°52'27.1""W",none,Estimated from locality description,1000,none,No,none,none,none,none,none,none,"Anewra,
O iAvCA^Aa^ _Av/\
A,o*J.Aà.
Herbário VIC
Det	¿ X‘W* ' * /2oJ6
UNIVERSIDADE FEDERAL DE VINOSA
DEPARTAMENTO DE BIOLOGIA VEGETAL
HERBÁRIO VIC - VINOSA (MG, BRASIL)
BOTANICAL
NEW YORK BOTANICAL GARDEN
03361644
Fam.: ANEMIACEAE
NOME Cient.: Anemia mandiocana Raddi
Nome Vulgar:
Det./Data:
Proc.: Brasil, MG, Vinosa?
Obs.:
Col.: Alexandre
Data: 07/03/1978
VIC N
S8TÍ
03361644",OK,"The New York Botanical Garden
Herbário VIC
Anemia Anemia mandiocana Raddi
Del Schwarts it zebolt 1X/2015
Universidade Federal de Viçosa
Departamento de Biologia Vegetal
Herbário VIC
Viçosa (MG, Brasil)
Fam.: ANEMIACEAE
Nome Cent.: Anemia mandiocana Raddi
Nome Vulgar: none
Det./Data: none
Proc.: Brasil, MG, Viçosa?
Col.: Alexandre
Date: 07/03/1978
VICI NO.: 8877"
3680634,54aa6925-45ff-43d7-94d0-cd55c4da14bd,NY,3361642,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3680634,http://sweetgum.nybg.org/images3/2808/415/03361642.jpg,Plantae,Pteridophyta,Anemiaceae,Anemia mickelii L.S.Rabelo & Schwartsb.,Gilmar Edilberto Valente,"Marco L. Martins, Marcelo Simonelli",none,833,none,833,1996-12-12,1996-12-12,20/12/1996,Planta crescendo a pleno sol em barranco da beira da estrada que da acesso a capinocultura da UFV. No dia da coleta o local estava úmido.,South America,Brazil,Minas Gerais,none,"Viçosa; Campus da UFV, estrada para a caprinocultura.",none,none,none,none,none,none,none,-20.7553,-42.8794,"20°45'19.1""S","42°52'45.8""W",none,Estimated from locality description,1000,none,No,none,none,beira da estrada,none,barranco,none,"«5fl
fe/n
-AvvXC^lOlJbv^.
xk Ji cXoCJdk,
Herbário VIC
Det	¿ w. /m /SoK'
UNIVERSIDADE FEDERAL DEVICOSA
DEPARTAMENTO DE BIOLOGIA VEGETAL
HERBÁRIO VIC - VINOSA ( MG, BRASIL )
Nfi VIC: 16.775
Fam.: SCHIZAEACEAE
Nome Cient.: Anemia tenella Sw.
j Nome Vulgar:
Det./Data:	- 2-0 /f2/ fffé
Proc.: Brasil; MG; Vinosa; Campus da UFV, estrada para a caprinocultura.
Obs.: Planta crescendo a pleno sol em barranco da beira da estrada que dá acesso ;
caprinocultura da UFV. No dia da coleta o local estava ùmido.
Col.: Gilmar Edilberto Valente - 240, Marcelo Simonelli-455 e
Màrcio L. L. Martins-833
Data: 12/12/1996
03361642
03361642",OK,"UNIVERSIDADE FEDERAL DE VICOSA DEPARTAMENTO DE BIOLOGIA VEGETAL HERBÁRIO VIC - VICOSA (MG , BRASIL) FAM. SCHIZAEACEAE Nome Cient. : Anemia tenella Sw . VIc: 16775 Nome Vulgar : Det./Data : Gilm us .: Brasil , MG ; Viçosa ; Campus da UFV , estrada para a caprinocultura . OBs . Planta crescendo a pleno sol em barranco da beira da estrada que da acesso a caprinocultura da UFV. No dia da coleta o local estava úmido. Col. : Gilmar Edilberto Valente  : 240, Marc emelli-833 Co. L. Martins -833 Date: 12/12/1996 New York Botanical Garden NEW YORK BOTANICAL GARDEN"
